playerId,Name,Team,Pos,GP,G,A,P,+/-,PIM,PPG,SHG,GWG,,S,S%,SecPerGP,MinPerGP,,Shifts/GP,FOW%,Season,PPP,SHP
8479315,Joey Anderson,TOR/CHI,R,38,6,3,9,-8,0,0,0,1,,41,0.14634,701.8421,11.697368333333333,,,0.0,20222023,0,0
8476981,Josh Anderson,MTL,R,69,21,11,32,-8,72,4,1,5,,164,0.12804,1017.5942,16.959903333333333,,,0.43181,20222023,4,1
8479998,Mikey Anderson,LAK,D,77,5,15,20,20,40,1,0,1,,90,0.05555,1299.5974,21.65995666666667,,,None,20222023,1,1
8479994,Jaret Anderson-Dolan,LAK,C,46,7,5,12,-11,2,0,0,2,,54,0.12962,637.0434,10.61739,,,0.58974,20222023,1,0
8480072,Lias Andersson,LAK,C,1,0,0,0,-1,0,0,0,0,,1,0.0,517.0,8.616666666666667,,,None,20222023,0,0
8478397,Rasmus Andersson,CGY,D,79,11,38,49,5,26,1,1,4,,159,0.06918,1445.2151,24.086918333333333,,,None,20222023,21,2
8476404,Andy Andreoff,NYI,C,3,0,1,1,-3,0,0,0,0,,1,0.0,441.0,7.35,,,0.42857,20222023,0,0
8481690,Tyler Angle,CBJ,C,2,1,0,1,-2,0,0,0,0,,5,0.2,688.5,11.475,,,0.44444,20222023,0,0
8478891,Mason Appleton,WPG,C,41,5,11,16,2,8,1,0,0,,71,0.07042,961.1463,16.019105,,,0.2,20222023,1,0
8476326,Josh Archibald,PIT,R,62,6,6,12,6,43,0,0,0,,71,0.0845,598.6129,9.976881666666666,,,0.25,20222023,0,0
8476469,Joel Armia,MTL,R,43,7,7,14,-7,22,0,1,0,,69,0.10144,896.7674,14.946123333333333,,,0.33333,20222023,1,1
8478042,Viktor Arvidsson,LAK,R,77,26,33,59,-4,24,10,1,2,,228,0.11403,1025.7662,17.096103333333335,,,0.40298,20222023,25,1
8479335,Rasmus Asplund,BUF/NSH,C,46,2,6,8,-6,4,0,1,0,,54,0.03703,657.7391,10.962318333333334,,,0.4,20222023,0,1
8479944,Zach Aston-Reese,TOR,C,77,10,4,14,-6,25,0,0,2,,89,0.11235,655.6623,10.927705,,,0.5,20222023,0,0
8476960,Andreas Athanasiou,CHI,C,81,20,20,40,-29,34,3,0,4,,175,0.11428,960.2098,16.003496666666667,,,0.46551,20222023,7,0
8481521,Ronnie Attard,PHI,D,2,0,0,0,0,0,0,0,0,,5,0.0,1004.5,16.741666666666667,,,None,20222023,0,0
8477979,Nicolas Aube-Kubel,TOR/WSH,R,53,4,8,12,1,50,0,0,0,,67,0.0597,681.1132,11.351886666666667,,,0.42857,20222023,0,0
8474150,Mikael Backlund,CGY,C,82,19,37,56,24,36,5,1,2,,260,0.07307,1089.7804,18.163006666666668,,,0.50865,20222023,12,4
8473563,Nicklas Backstrom,WSH,C,39,7,14,21,-25,14,6,0,0,,59,0.11864,1012.6923,16.878205,,,0.50389,20222023,11,0
8480860,Kevin Bahl,NJD,D,42,2,6,8,4,35,0,0,0,,27,0.07407,841.2142,14.020236666666667,,,None,20222023,0,0
8474573,Josh Bailey,NYI,R,64,8,17,25,3,2,0,0,2,,72,0.11111,908.3125,15.138541666666667,,,0.41666,20222023,3,0
8478870,Rudolfs Balcers,FLA/TBL,L,17,3,2,5,-1,4,0,0,0,,24,0.125,612.2941,10.204901666666666,,,0.0,20222023,0,0
8482222,Alexander Barabanov,SJS,L,68,15,32,47,-30,20,3,0,2,,120,0.125,1083.1911,18.053185,,,0.33333,20222023,13,0
8477964,Ivan Barbashev,STL/VGK,C,82,16,29,45,1,42,2,0,2,,126,0.12698,1005.3658,16.756096666666668,,,0.38194,20222023,5,1
8478367,Cole Bardreau,NYI,C,1,0,0,0,0,2,0,0,0,,0,None,397.0,6.616666666666666,,,None,20222023,0,0
8477493,Aleksander Barkov,FLA,C,68,23,55,78,10,8,8,1,6,,208,0.11057,1273.4558,21.224263333333333,,,0.54879,20222023,30,2
8475197,Tyson Barrie,EDM/NSH,D,85,13,42,55,-7,36,4,0,1,,163,0.07975,1186.7058,19.77843,,,None,20222023,31,1
8482111,Justin Barron,MTL,D,39,4,11,15,-2,20,1,1,1,,40,0.1,978.2051,16.303418333333333,,,None,20222023,2,1
8480289,Morgan Barron,WPG,C,70,8,13,21,4,31,0,1,2,,112,0.07142,795.4285,13.257141666666666,,,0.44827,20222023,1,3
8479718,Alex Barre-Boulet,TBL,C,1,0,0,0,0,0,0,0,0,,1,0.0,601.0,10.016666666666667,,,0.0,20222023,0,0
8478445,Mathew Barzal,NYI,C,58,14,37,51,5,22,4,0,5,,139,0.10071,1122.9655,18.716091666666667,,,0.35616,20222023,19,0
8479414,Nathan Bastian,NJD,R,43,6,9,15,7,31,0,0,1,,62,0.09677,746.1395,12.435658333333333,,,0.29729,20222023,0,0
8480208,Drake Batherson,OTT,R,82,22,40,62,-35,33,14,0,2,,249,0.08835,1116.3658,18.606096666666666,,,0.3421,20222023,29,0
8479945,Gavin Bayreuther,CBJ,D,51,2,12,14,-18,23,0,0,0,,61,0.03278,956.8235,15.947058333333333,,,None,20222023,1,0
8479402,Jake Bean,CBJ,D,14,1,5,6,-2,6,0,0,0,,16,0.0625,942.2142,15.703570000000001,,,None,20222023,1,0
8478451,Ethan Bear,VAN,D,61,3,13,16,6,25,0,0,1,,75,0.04,1111.6229,18.527048333333333,,,None,20222023,0,1
8476470,Nathan Beaulieu,ANA,D,52,0,4,4,-23,39,0,0,0,,33,0.0,914.0,15.233333333333333,,,None,20222023,0,0
8478463,Anthony Beauvillier,NYI/VAN,L,82,18,22,40,-10,24,3,0,5,,176,0.10227,976.0,16.266666666666666,,,0.23076,20222023,4,0
8483424,Owen Beck,MTL,C,1,0,0,0,-1,0,0,0,0,,0,None,588.0,9.8,,,0.33333,20222023,0,0
8481550,Adam Beckman,MIN,L,9,0,0,0,-2,0,0,0,0,,12,0.0,641.4444,10.69074,,,0.0,20222023,0,0
8477930,Pierre-Edouard Bellemare,TBL,L,73,4,9,13,-9,34,0,0,0,,51,0.07843,676.9726,11.282876666666668,,,0.52272,20222023,0,2
8479356,Kieffer Bellows,NYI/PHI,L,28,3,0,3,-8,6,0,0,1,,32,0.09375,581.4285,9.690475,,,0.16666,20222023,0,0
8475968,Alex Belzile,MTL,R,31,6,8,14,0,13,0,0,0,,40,0.15,728.0322,12.13387,,,0.46829,20222023,0,0
8480205,Emil Bemstrom,CBJ,R,55,7,15,22,-11,6,3,0,0,,95,0.07368,726.509,12.108483333333334,,,0.41176,20222023,6,0
8482665,Matty Beniers,SEA,C,80,24,33,57,14,2,4,0,4,,148,0.16216,1025.525,17.092083333333335,,,0.42208,20222023,10,1
8473994,Jamie Benn,DAL,L,82,33,45,78,23,34,13,2,4,,190,0.17368,947.0121,15.783535,,,0.60115,20222023,30,3
8474818,Jordie Benn,TOR,D,12,1,1,2,-1,12,0,0,1,,13,0.07692,948.0833,15.801388333333334,,,None,20222023,0,0
8477935,Sam Bennett,FLA,C,63,16,24,40,5,54,4,0,3,,193,0.0829,1044.4126,17.40687666666667,,,0.47013,20222023,9,0
8476988,Matt Benning,SJS,D,77,1,23,24,-18,26,0,0,0,,58,0.01724,1186.7142,19.77857,,,None,20222023,1,1
8481122,Simon Benoit,ANA,D,78,3,7,10,-29,60,0,0,0,,82,0.03658,1160.9487,19.349145,,,None,20222023,0,0
8479347,Tyler Benson,EDM,L,2,0,0,0,0,0,0,0,0,,0,None,377.0,6.283333333333333,,,None,20222023,0,0
8470638,Patrice Bergeron,BOS,C,78,27,31,58,35,22,9,2,7,,249,0.10843,1043.5,17.391666666666666,,,0.61137,20222023,19,2
8481013,Jonatan Berggren,DET,R,67,15,13,28,-14,16,5,0,0,,98,0.15306,807.582,13.4597,,,0.5,20222023,9,0
8480879,Jacob Bernard-Docker,OTT,D,19,0,1,1,-2,11,0,0,0,,22,0.0,961.0,16.016666666666666,,,None,20222023,0,0
8481072,Tim Berni,CBJ,D,59,1,2,3,-26,34,0,0,0,,58,0.01724,1017.8644,16.96440666666667,,,None,20222023,0,0
8477479,Tyler Bertuzzi,DET/BOS,L,50,8,22,30,-8,29,4,0,0,,107,0.07476,989.3,16.488333333333333,,,0.23529,20222023,10,0
8479375,William Bitten,STL,C,4,0,1,1,1,0,0,0,0,,0,None,398.75,6.645833333333333,,,None,20222023,0,0
8478075,Anders Bjork,BUF/CHI,L,14,2,6,8,4,2,0,0,0,,15,0.13333,829.6428,13.82738,,,0.0,20222023,0,0
8483620,Marcus Bjork,CBJ,D,33,3,8,11,-9,42,1,0,0,,34,0.08823,1089.1515,18.152525,,,None,20222023,6,0
8477416,Oliver Bjorkstrand,SEA,R,81,20,25,45,-1,16,5,0,1,,198,0.10101,937.4074,15.623456666666668,,,0.30508,20222023,10,0
8481600,Tobias Bjornfot,LAK,D,10,0,1,1,1,6,0,0,0,,10,0.0,857.0,14.283333333333333,,,None,20222023,0,0
8475760,Nick Bjugstad,ARI/EDM,C,78,17,12,29,13,34,1,1,1,,145,0.11724,972.0256,16.20042666666667,,,0.47833,20222023,1,1
8476278,Colin Blackwell,CHI,C,53,2,8,10,-16,6,0,0,0,,53,0.03773,708.0566,11.800943333333333,,,0.5,20222023,0,1
8478104,Sammy Blais,NYR/STL,L,71,9,16,25,4,30,0,0,1,,70,0.12857,707.8591,11.797651666666667,,,0.28571,20222023,1,0
8483565,Nick Blankenburg,CBJ,D,36,4,10,14,-16,16,0,0,1,,50,0.08,1150.4444,19.174073333333336,,,None,20222023,4,0
8477320,Anton Blidh,COL,L,14,0,0,0,-2,4,0,0,0,,9,0.0,394.7857,6.579761666666667,,,0.25,20222023,0,0
8476927,Teddy Blueger,PIT/VGK,C,63,4,12,16,-9,30,0,0,1,,85,0.04705,774.5873,12.909788333333333,,,0.52,20222023,0,1
8481712,Matej Blumel,DAL,R,6,1,0,1,-2,0,0,0,0,,7,0.14285,582.1666,9.702776666666667,,,None,20222023,0,0
8478444,Brock Boeser,VAN,R,74,18,37,55,-20,24,6,0,3,,178,0.10112,1034.4864,17.24144,,,0.38596,20222023,16,0
8474567,Zach Bogosian,TBL,D,46,1,4,5,-4,42,0,0,0,,54,0.01851,898.5,14.975,,,1.0,20222023,0,0
8481541,Samuel Bolduc,NYI,D,17,2,1,3,5,2,0,0,1,,20,0.1,864.1176,14.40196,,,None,20222023,0,0
8481557,Matt Boldy,MIN,L,81,31,32,63,1,39,8,0,5,,255,0.12156,1109.9876,18.499793333333333,,,0.54609,20222023,26,0
8474009,Nick Bonino,SJS/PIT,C,62,10,9,19,-5,28,0,0,0,,91,0.10989,954.9032,15.915053333333333,,,0.48222,20222023,1,0
8480871,Adam Boqvist,CBJ,D,46,5,19,24,-12,8,0,0,1,,68,0.07352,1118.0,18.633333333333333,,,None,20222023,9,0
8480003,Jesper Boqvist,NJD,C,70,10,11,21,8,2,0,0,2,,67,0.14925,696.3428,11.605713333333334,,,0.33165,20222023,0,0
8482133,Thomas Bordeleau,SJS,C,8,0,2,2,-3,0,0,0,0,,9,0.0,914.0,15.233333333333333,,,0.25,20222023,0,0
8478840,Will Borgen,SEA,D,82,3,17,20,11,47,0,0,1,,76,0.03947,981.5853,16.359755,,,None,20222023,0,0
8479404,Henrik Borgstrom,WSH,C,1,0,0,0,0,0,0,0,0,,0,None,490.0,8.166666666666666,,,None,20222023,0,0
8474697,Mark Borowiecki,NSH,D,4,0,0,0,0,12,0,0,0,,1,0.0,595.5,9.925,,,None,20222023,0,0
8474145,Robert Bortuzzo,STL,D,43,2,3,5,9,29,0,0,0,,30,0.06666,754.0,12.566666666666666,,,None,20222023,0,0
8480803,Evan Bouchard,EDM,D,82,8,32,40,6,28,2,0,2,,156,0.05128,1110.9878,18.516463333333334,,,None,20222023,13,1
8480032,Shane Bowers,COL,C,1,0,0,0,0,0,0,0,0,,1,0.0,106.0,1.7666666666666666,,,0.0,20222023,0,0
8476329,Travis Boyd,ARI,C,82,15,19,34,-32,26,2,0,3,,94,0.15957,991.817,16.530283333333333,,,0.43425,20222023,10,0
8480073,Erik Brannstrom,OTT,D,74,2,16,18,5,38,0,0,0,,74,0.02702,966.8108,16.113513333333334,,,None,20222023,1,0
8473544,Derick Brassard,OTT,C,62,13,10,23,3,30,5,0,4,,92,0.1413,730.8225,12.180375,,,0.5,20222023,10,0
8479407,Jesper Bratt,NJD,L,82,32,41,73,14,6,8,0,3,,212,0.15094,1042.0487,17.367478333333334,,,None,20222023,22,0
8474027,Justin Braun,PHI,D,51,0,2,2,-1,19,0,0,0,,42,0.0,898.9607,14.982678333333332,,,None,20222023,0,0
8478465,Guillaume Brisebois,VAN,D,17,1,2,3,-2,6,0,0,0,,15,0.06666,992.3529,16.539215,,,None,20222023,0,0
8481598,Philip Broberg,EDM,D,46,1,7,8,6,2,0,0,0,,32,0.03125,756.2173,12.603621666666667,,,None,20222023,0,0
8474673,TJ Brodie,TOR,D,58,2,12,14,10,14,0,0,0,,58,0.03448,1273.0517,21.217528333333334,,,None,20222023,0,1
8476463,Jonas Brodin,MIN,D,60,3,11,14,13,30,0,0,0,,90,0.03333,1371.85,22.864166666666666,,,None,20222023,0,2
8477380,Jonny Brodzinski,NYR,C,17,1,1,2,3,8,0,0,0,,27,0.03703,559.1176,9.318626666666667,,,0.53125,20222023,0,0
8477015,Connor Brown,WSH,R,4,0,0,0,-3,0,0,0,0,,2,0.0,1006.0,16.766666666666666,,,0.4,20222023,0,0
8477384,Josh Brown,ARI,D,68,4,3,7,-18,87,0,0,0,,68,0.05882,945.75,15.7625,,,None,20222023,0,0
8479366,Logan Brown,STL,C,30,2,4,6,-4,8,0,0,0,,18,0.11111,624.2,10.403333333333334,,,0.34523,20222023,0,0
8477887,Patrick Brown,PHI/OTT,C,61,4,8,12,-2,44,0,1,0,,60,0.06666,682.6557,11.377595000000001,,,0.52507,20222023,0,1
8480196,Jacob Bryson,BUF,D,59,1,8,9,-24,8,0,0,0,,27,0.03703,875.1694,14.586156666666666,,,None,20222023,0,1
8477402,Pavel Buchnevich,STL,L,63,26,41,67,14,36,8,0,2,,123,0.21138,1167.1746,19.45291,,,0.29906,20222023,21,2
8478047,Michael Bunting,TOR,L,82,23,26,49,21,103,7,0,4,,174,0.13218,947.817,15.79695,,,0.5,20222023,10,0
8477444,Andre Burakovsky,SEA,L,49,13,26,39,-9,14,4,0,3,,105,0.1238,993.2244,16.553739999999998,,,0.0,20222023,14,0
8482250,Callahan Burke,COL,C,2,0,0,0,-1,0,0,0,0,,2,0.0,528.5,8.808333333333334,,,0.33333,20222023,0,0
8470613,Brent Burns,CAR,D,82,18,43,61,19,44,4,0,2,,255,0.07058,1392.9146,23.215243333333333,,,1.0,20222023,23,0
8477335,Kyle Burroughs,VAN,D,48,2,3,5,-4,62,0,0,0,,47,0.04255,1041.7916,17.363193333333335,,,0.0,20222023,0,0
8482124,Quinton Byfield,LAK,C,53,3,19,22,13,30,1,0,0,,74,0.04054,843.8301,14.063835000000001,,,0.47222,20222023,1,0
8481524,Bowen Byram,COL,D,42,10,14,24,7,38,2,1,1,,65,0.15384,1312.6666,21.877776666666666,,,None,20222023,6,1
8479465,Drake Caggiula,PIT,C,4,0,0,0,-1,0,0,0,0,,2,0.0,396.0,6.6,,,0.0,20222023,0,0
8478476,Kyle Capobianco,WPG,D,14,2,0,2,1,6,0,0,1,,14,0.14285,739.5714,12.32619,,,None,20222023,0,0
8479619,Michael Carcone,ARI,L,9,2,1,3,3,2,0,0,0,,15,0.13333,758.6666,12.644443333333333,,,None,20222023,0,0
8478443,Brandon Carlo,BOS,D,75,3,13,16,44,38,0,0,0,,94,0.03191,1129.84,18.830666666666666,,,None,20222023,0,2
8474590,John Carlson,WSH,D,40,9,20,29,-7,12,3,1,0,,124,0.07258,1403.375,23.389583333333334,,,None,20222023,12,1
8478506,Gabriel Carlsson,WSH,D,6,0,2,2,-1,0,0,0,0,,3,0.0,825.6666,13.76111,,,None,20222023,0,0
8479523,Lucas Carlsson,FLA,D,2,0,0,0,-1,2,0,0,0,,2,0.0,605.5,10.091666666666667,,,None,20222023,0,0
8477846,Ryan Carpenter,NYR,C,22,1,2,3,-5,10,0,0,0,,17,0.05882,550.5909,9.176515,,,0.54032,20222023,0,0
8476941,Connor Carrick,BOS,D,1,0,1,1,3,0,0,0,0,,2,0.0,1014.0,16.9,,,None,20222023,0,0
8475842,Sam Carrick,ANA,C,52,3,4,7,-17,86,0,0,0,,50,0.06,633.923,10.565383333333333,,,0.49322,20222023,0,0
8478851,Alexandre Carrier,NSH,D,43,2,7,9,0,27,0,0,1,,48,0.04166,1073.3023,17.888371666666668,,,None,20222023,0,0
8477478,William Carrier,VGK,L,56,16,9,25,15,30,0,0,7,,118,0.13559,755.1071,12.585118333333332,,,0.125,20222023,0,0
8470604,Jeff Carter,PIT,C,79,13,16,29,-16,30,4,0,2,,139,0.09352,822.3797,13.706328333333333,,,0.59381,20222023,9,1
8482654,Jackson Cates,PHI,C,5,0,0,0,0,0,0,0,0,,4,0.0,538.6,8.976666666666667,,,0.47368,20222023,0,0
8480220,Noah Cates,PHI,L,82,13,25,38,3,12,3,1,5,,107,0.12149,1066.0365,17.767274999999998,,,0.39468,20222023,8,2
8481540,Cole Caufield,MTL,R,46,26,10,36,-10,2,7,0,3,,158,0.16455,1082.9782,18.049636666666668,,,None,20222023,10,0
8476879,Cody Ceci,EDM,D,80,1,14,15,11,24,0,0,0,,88,0.01136,1208.0625,20.134375,,,None,20222023,0,0
8478416,Erik Cernak,TBL,D,70,2,14,16,8,53,0,1,0,,87,0.02298,1154.4142,19.240236666666664,,,None,20222023,0,2
8478469,Thomas Chabot,OTT,D,68,11,30,41,-11,52,5,0,0,,165,0.06666,1498.3382,24.972303333333333,,,None,20222023,20,0
8478078,Rourke Chartier,OTT,C,6,0,0,0,0,0,0,0,0,,8,0.0,620.1666,10.33611,,,0.57575,20222023,0,0
8478970,Jalen Chatfield,CAR,D,78,6,8,14,23,35,0,1,2,,93,0.06451,847.4871,14.124785000000001,,,None,20222023,0,2
8475279,Ben Chiarot,DET,D,76,5,14,19,-31,51,0,0,0,,110,0.04545,1236.4605,20.607674999999997,,,None,20222023,0,0
8475163,Alex Chiasson,DET,R,20,6,3,9,-8,6,5,0,0,,25,0.24,724.35,12.0725,,,0.0,20222023,7,0
8482475,Yegor Chinakhov,CBJ,R,30,4,9,13,-6,10,1,0,0,,44,0.0909,795.1333,13.252221666666665,,,0.33333,20222023,2,0
8479395,Dennis Cholowski,NYI,D,2,0,0,0,-1,0,0,0,0,,0,None,766.5,12.775,,,None,20222023,0,0
8481161,Jake Christiansen,CBJ,D,24,0,4,4,-7,4,0,0,0,,25,0.0,913.2916,15.221526666666668,,,None,20222023,1,0
8479345,Jakob Chychrun,ARI/OTT,D,48,9,24,33,7,30,4,0,0,,144,0.0625,1362.2291,22.703818333333334,,,None,20222023,8,0
8480078,Filip Chytil,NYR,C,74,22,23,45,15,30,3,0,4,,177,0.12429,881.027,14.683783333333334,,,0.39778,20222023,5,0
8482824,Nick Cicek,SJS,D,16,0,4,4,-7,15,0,0,0,,3,0.0,865.0,14.416666666666666,,,None,20222023,0,0
8478519,Anthony Cirelli,TBL,C,58,11,18,29,13,33,1,2,1,,111,0.09909,993.6551,16.560918333333333,,,0.51383,20222023,2,2
8475231,Casey Cizikas,NYI,C,81,6,15,21,0,54,0,0,0,,111,0.05405,872.1851,14.536418333333334,,,0.53354,20222023,0,2
8479348,Kale Clague,BUF,D,33,0,4,4,-3,24,0,0,0,,24,0.0,906.2424,15.10404,,,None,20222023,0,0
8482730,Brandt Clarke,LAK,D,9,0,2,2,-1,6,0,0,0,,11,0.0,818.5555,13.642591666666668,,,None,20222023,1,0
8475160,Kyle Clifford,TOR,L,2,0,1,1,1,2,0,0,0,,2,0.0,474.5,7.908333333333333,,,None,20222023,0,0
8477365,Connor Clifton,BOS,D,78,5,18,23,20,60,0,1,0,,93,0.05376,1071.3461,17.855768333333334,,,None,20222023,0,1
8473504,Cal Clutterbuck,NYI,R,49,6,6,12,9,30,0,0,1,,44,0.13636,733.4285,12.223808333333332,,,0.2,20222023,0,0
8479639,Dylan Coghlan,CAR,D,17,0,3,3,-1,2,0,0,0,,29,0.0,763.2352,12.720586666666666,,,None,20222023,0,0
8471699,Andrew Cogliano,COL,C,79,10,9,19,6,44,0,0,0,,85,0.11764,757.0632,12.61772,,,0.47142,20222023,0,2
8474013,Ian Cole,TBL,D,78,3,14,17,13,61,0,0,0,,109,0.02752,1163.1794,19.386323333333333,,,None,20222023,0,0
8476399,Blake Coleman,CGY,C,82,18,20,38,9,54,0,2,2,,188,0.09574,912.1829,15.203048333333333,,,0.47619,20222023,0,2
8479525,Ross Colton,TBL,C,81,16,16,32,-8,50,4,0,3,,153,0.10457,741.074,12.351233333333333,,,0.56084,20222023,9,0
8477456,J.T. Compher,COL,L,82,17,35,52,8,33,5,0,3,,154,0.11038,1232.439,20.540650000000003,,,0.48828,20222023,14,0
8480031,Max Comtois,ANA,L,64,9,10,19,-20,76,0,0,0,,89,0.10112,828.625,13.810416666666667,,,0.52272,20222023,2,0
8483549,Lucas Condotta,MTL,C,1,1,0,1,0,0,0,0,0,,5,0.2,662.0,11.033333333333333,,,0.57142,20222023,0,0
8478398,Kyle Connor,WPG,L,82,31,49,80,-11,20,8,0,8,,273,0.11355,1231.756,20.52926666666667,,,0.28571,20222023,29,0
8477429,Andrew Copp,DET,C,82,9,33,42,2,25,1,1,2,,120,0.075,1089.3048,18.155079999999998,,,0.49807,20222023,5,1
8482679,Matt Coronato,CGY,R,1,0,0,0,1,2,0,0,0,,4,0.0,878.0,14.633333333333333,,,None,20222023,0,0
8481032,Paul Cotter,VGK,C,55,13,5,18,-5,15,0,0,1,,76,0.17105,769.6181,12.826968333333333,,,0.45833,20222023,0,0
8476393,Nick Cousins,FLA,C,79,9,18,27,-1,38,0,0,2,,102,0.08823,661.5316,11.025526666666668,,,0.49305,20222023,0,0
8474053,Logan Couture,SJS,C,82,27,40,67,-30,19,5,1,4,,198,0.13636,1147.8902,19.131503333333335,,,0.47442,20222023,20,1
8475745,Charlie Coyle,BOS,C,82,16,29,45,29,30,0,1,0,,139,0.1151,1019.1829,16.986381666666666,,,0.526,20222023,0,5
8481528,Dylan Cozens,BUF,C,81,31,37,68,-3,41,5,2,1,,211,0.14691,989.8148,16.49691333333333,,,0.48296,20222023,18,3
8476390,Joseph Cramarossa,MIN,C,4,1,0,1,0,4,0,0,0,,1,1.0,467.75,7.795833333333333,,,0.0,20222023,0,0
8479304,Kyle Criscuolo,SJS,C,1,1,0,1,0,0,0,0,1,,2,0.5,794.0,13.233333333333333,,,1.0,20222023,0,0
8471675,Sidney Crosby,PIT,C,82,33,60,93,8,52,9,0,9,,255,0.12941,1208.6097,20.143494999999998,,,0.52979,20222023,27,0
8478474,Lawson Crouse,ARI,L,77,24,21,45,-3,35,6,0,3,,151,0.15894,1065.2467,17.754111666666667,,,0.40243,20222023,8,0
8482157,Will Cuylle,NYR,L,4,0,0,0,-2,10,0,0,0,,1,0.0,417.5,6.958333333333333,,,0.0,20222023,0,0
8478512,Austin Czarnik,DET,C,29,3,2,5,-4,8,0,0,0,,27,0.11111,670.3448,11.172413333333333,,,0.43125,20222023,1,0
8481523,Kirby Dach,MTL,C,58,14,24,38,-2,43,6,0,2,,107,0.13084,1109.7413,18.49568833333333,,,0.38325,20222023,16,2
8474149,Evgenii Dadonov,MTL/DAL,R,73,7,26,33,-8,18,0,0,0,,110,0.06363,883.4383,14.723971666666667,,,0.25,20222023,8,0
8480839,Rasmus Dahlin,BUF,D,78,15,58,73,12,92,6,0,2,,204,0.07352,1547.7435,25.795725,,,None,20222023,32,0
8474610,Zac Dalpe,FLA,C,14,2,2,4,-4,2,0,0,0,,17,0.11764,504.0714,8.40119,,,0.59523,20222023,0,0
8476479,Phillip Danault,LAK,C,82,18,36,54,-8,63,3,0,1,,152,0.11842,1099.5,18.325,,,0.54359,20222023,20,2
8479941,Justin Danforth,CBJ,R,6,2,1,3,-3,4,0,0,0,,10,0.2,803.3333,13.388888333333334,,,0.30769,20222023,0,0
8477460,Laurent Dauphin,ARI,C,21,1,0,1,-4,10,0,0,0,,25,0.04,627.5714,10.459523333333333,,,0.53503,20222023,0,0
8479602,Jeremy Davies,BUF,D,1,0,0,0,0,2,0,0,0,,1,0.0,513.0,8.55,,,None,20222023,0,0
8475177,Calvin de Haan,CAR,D,53,2,10,12,7,20,0,0,0,,51,0.03921,811.9811,13.533018333333333,,,None,20222023,0,0
8477520,Jean-Sebastien Dea,ARI,C,4,0,0,0,-2,0,0,0,0,,1,0.0,567.0,9.45,,,0.33333,20222023,0,0
8477950,Tony DeAngelo,PHI,D,70,11,31,42,-27,73,4,0,1,,174,0.06321,1323.5142,22.05857,,,None,20222023,19,0
8479337,Alex DeBrincat,OTT,R,82,27,39,66,-31,45,11,0,6,,263,0.10266,1140.378,19.0063,,,0.52631,20222023,30,0
8478498,Jake DeBrusk,BOS,L,64,27,23,50,26,16,6,0,6,,191,0.14136,1006.5937,16.776561666666666,,,0.26666,20222023,14,1
8480848,Ty Dellandrea,DAL,C,82,9,19,28,9,54,0,0,2,,92,0.09782,852.0243,14.200405,,,0.50746,20222023,0,3
8476331,Dylan DeMelo,WPG,D,75,6,21,27,10,50,0,1,1,,93,0.06451,1173.6533,19.56088833333333,,,None,20222023,0,3
8474218,Jason Demers,EDM,D,1,0,0,0,-1,0,0,0,0,,1,0.0,644.0,10.733333333333333,,,None,20222023,0,0
8480844,Grigori Denisenko,FLA,L,18,0,3,3,-5,4,0,0,0,,16,0.0,593.3888,9.889813333333333,,,None,20222023,0,0
